"","from","to","database","source"
"1261","COL8A1","ITGA10","omnipath","omnipath"
"1262","COL8A1","ITGA11","omnipath","omnipath"
"1263","COL8A2","SLC4A11","omnipath","omnipath"
"1264","COL8A2","DDR1","omnipath","omnipath"
"1265","COL8A2","ITGA1","omnipath","omnipath"
"1266","COL8A2","ITGB1","omnipath","omnipath"
"1267","COL8A2","ITGA2","omnipath","omnipath"
"1268","COL8A2","ITGA10","omnipath","omnipath"
"1269","COL8A2","ITGA11","omnipath","omnipath"
"1270","COL9A1","MAG","omnipath","omnipath"
"1271","COL9A1","ITGA1","omnipath","omnipath"
"1272","COL9A1","ITGB1","omnipath","omnipath"
"1273","COL9A1","ITGA2","omnipath","omnipath"
"1274","COL9A1","ITGA10","omnipath","omnipath"
"1275","COL9A1","ITGA11","omnipath","omnipath"
"1276","COL9A2","MAG","omnipath","omnipath"
"1277","COL9A2","ITGA1","omnipath","omnipath"
"1278","COL9A2","ITGB1","omnipath","omnipath"
"1279","COL9A2","ITGA2","omnipath","omnipath"
"1280","COL9A2","ITGA10","omnipath","omnipath"
"1281","COL9A2","ITGA11","omnipath","omnipath"
"1282","COL9A3","MAG","omnipath","omnipath"
"1283","COL9A3","ITGA1","omnipath","omnipath"
"1284","COL9A3","ITGB1","omnipath","omnipath"
"1285","COL9A3","ITGA2","omnipath","omnipath"
"1286","COL9A3","ITGA10","omnipath","omnipath"
"1287","COL9A3","ITGA11","omnipath","omnipath"
"1288","COLQ","MUSK","omnipath","omnipath"
"1289","COMP","ITGA2B","nichenet_verschueren","nichenet_verschueren"
"1290","COMP","ITGAV","nichenet_verschueren","nichenet_verschueren"
"1291","COMP","SDC1","nichenet_verschueren","nichenet_verschueren"
"1292","COMP","ITGB1","omnipath","omnipath"
"1293","COMP","ITGB3","omnipath","omnipath"
"1294","COMP","CD36","omnipath","omnipath"
"1295","COMP","CD47","omnipath","omnipath"
"1296","COMP","ITGA5","omnipath","omnipath"
"1297","COMP","ITGA7","omnipath","omnipath"
"1298","COMP","ITGA3","omnipath","omnipath"
"1299","COPA","NTSR2","nichenet_verschueren","nichenet_verschueren"
"1300","COPA","CD74","omnipath","omnipath"
"1301","COPA","MTNR1B","omnipath","omnipath"
"1302","COPA","SORT1","omnipath","omnipath"
"1303","COPA","P2RY6","omnipath","omnipath"
"1304","COPA","NTRK1","omnipath","omnipath"
"1305","CORIN","KIRREL1","omnipath","omnipath"
"1306","CORIN","LRRC4C","omnipath","omnipath"
"1307","CORT","MRGPRX3","nichenet_verschueren","nichenet_verschueren"
"1308","CORT","MRGPRX4","nichenet_verschueren","nichenet_verschueren"
"1309","CORT","SSTR1","omnipath","omnipath"
"1310","CORT","SSTR2","omnipath","omnipath"
"1311","CORT","SSTR3","omnipath","omnipath"
"1312","CORT","SSTR4","omnipath","omnipath"
"1313","CORT","SSTR5","omnipath","omnipath"
"1314","CORT","GHSR","omnipath","omnipath"
"1315","CORT","MRGPRX2","omnipath","omnipath"
"1316","CP","SMO","omnipath","omnipath"
"1317","CP","SLC40A1","omnipath","omnipath"
"1318","CPAMD8","SCTR","omnipath","omnipath"
"1319","CRB3","LIN7C","omnipath","omnipath"
"1320","CRB3","PATJ","omnipath","omnipath"
"1321","CRH","LINC02210-CRHR1","nichenet_verschueren","nichenet_verschueren"
"1322","CRH","MC2R","nichenet_verschueren","nichenet_verschueren"
"1323","CRH","CRHR1","omnipath","omnipath"
"1324","CRH","CRHR2","omnipath","omnipath"
"1325","CRHR2","GNAS","omnipath","omnipath"
"1326","CRISP2","CATSPER1","omnipath","omnipath"
"1327","CRISP3","A1BG","omnipath","omnipath"
"1328","CRLF1","IL6ST","omnipath","omnipath"
"1329","CRLF1","CNTFR","omnipath","omnipath"
"1330","CRLF1","LIFR","omnipath","omnipath"
"1331","CRLF1","SORL1","omnipath","omnipath"
"1332","CRP","OLR1","omnipath","omnipath"
"1333","CRP","CR1","omnipath","omnipath"
"1334","CRTAM","DSC3","nichenet_verschueren","nichenet_verschueren"
"1335","CRTAM","NTRK3","nichenet_verschueren","nichenet_verschueren"
"1336","CRTAM","CADM1","omnipath","omnipath"
"1337","CRTAM","MUC15","omnipath","omnipath"
"1338","CRTAM","ILDR2","omnipath","omnipath"
"1339","CSF1","CSF1R","omnipath","omnipath"
"1340","CSF1","CSF2RA","omnipath","omnipath"
"1341","CSF1","CSF3R","omnipath","omnipath"
"1342","CSF1","SIRPA","omnipath","omnipath"
"1343","CSF2","CSF1R","nichenet_verschueren","nichenet_verschueren"
"1344","CSF2","CSF2RA","omnipath","omnipath"
"1345","CSF2","CSF3R","omnipath","omnipath"
"1346","CSF2","CSF2RB","omnipath","omnipath"
"1347","CSF2","IL3RA","omnipath","omnipath"
"1348","CSF2","SDC2","omnipath","omnipath"
"1349","CSF3","CSF1R","nichenet_verschueren","nichenet_verschueren"
"1350","CSF3","CSF3R","omnipath","omnipath"
"1351","CSF3","CSF2RA","omnipath","omnipath"
"1352","CSH1","GHR","nichenet_verschueren","nichenet_verschueren"
"1353","CSH1","PRLR","omnipath","omnipath"
"1354","CSH2","GHR","nichenet_verschueren","nichenet_verschueren"
"1355","CSH2","PRLR","omnipath","omnipath"
"1356","CSHL1","PRLR","omnipath","omnipath"
"1357","CSHL1","GHR","omnipath","omnipath"
"1358","CTF1","IL6ST","omnipath","omnipath"
"1359","CTF1","LIFR","omnipath","omnipath"
"1360","CTHRC1","FZD5","omnipath","omnipath"
"1361","CTHRC1","FZD6","omnipath","omnipath"
"1362","CTHRC1","FZD3","omnipath","omnipath"
"1363","CTHRC1","ROR2","omnipath","omnipath"
"1364","CTSD","APP","omnipath","omnipath"
"1365","CTSG","F2R","omnipath","omnipath"
"1366","CTSG","F2RL1","omnipath","omnipath"
"1367","CTSG","F2RL2","omnipath","omnipath"
"1368","CX3CL1","CX3CR1","omnipath","omnipath"
"1369","CX3CL1","ITGAV","omnipath","omnipath"
"1370","CX3CL1","ITGB3","omnipath","omnipath"
"1371","CX3CL1","ITGA4","omnipath","omnipath"
"1372","CX3CL1","ITGB1","omnipath","omnipath"
"1373","CXADR","KLRA1P","nichenet_verschueren","nichenet_verschueren"
"1374","CXADR","JAML","omnipath","omnipath"
"1375","CXCL1","CXCR2","omnipath","omnipath"
"1376","CXCL1","ACKR1","omnipath","omnipath"
"1377","CXCL1","CXCR1","omnipath","omnipath"
"1378","CXCL10","CXCR3","omnipath","omnipath"
"1379","CXCL10","CCR3","omnipath","omnipath"
"1380","CXCL10","DPP4","omnipath","omnipath"
"1381","CXCL10","SDC4","omnipath","omnipath"
"1382","CXCL10","ACKR1","omnipath","omnipath"
"1383","CXCL11","CXCR3","omnipath","omnipath"
"1384","CXCL11","ACKR3","omnipath","omnipath"
"1385","CXCL11","CCR3","omnipath","omnipath"
"1386","CXCL11","CCR5","omnipath","omnipath"
"1387","CXCL11","DPP4","omnipath","omnipath"
"1388","CXCL11","ACKR1","omnipath","omnipath"
"1389","CXCL12","ACKR3","omnipath","omnipath"
"1390","CXCL12","CXCR3","omnipath","omnipath"
"1391","CXCL12","CXCR4","omnipath","omnipath"
"1392","CXCL12","ITGB1","omnipath","omnipath"
"1393","CXCL12","CD4","omnipath","omnipath"
"1394","CXCL12","DPP4","omnipath","omnipath"
"1395","CXCL13","CXCR5","omnipath","omnipath"
"1396","CXCL13","CXCR3","omnipath","omnipath"
"1397","CXCL13","ACKR4","omnipath","omnipath"
"1398","CXCL13","CCR10","omnipath","omnipath"
"1399","CXCL13","ACKR1","omnipath","omnipath"
"1400","CXCL14","CXCR4","omnipath","omnipath"
"1401","CXCL16","CXCR6","omnipath","omnipath"
"1402","CXCL16","GRM7","omnipath","omnipath"
"1403","CXCL16","MTNR1A","omnipath","omnipath"
"1404","CXCL16","ADRA2A","omnipath","omnipath"
"1405","CXCL17","GPR35","omnipath","omnipath"
"1406","CXCL2","CXCR2","omnipath","omnipath"
"1407","CXCL2","ACKR1","omnipath","omnipath"
"1408","CXCL2","CXCR1","omnipath","omnipath"
"1409","CXCL2","XCR1","omnipath","omnipath"
"1410","CXCL2","DPP4","omnipath","omnipath"
"1411","CXCL3","CXCR2","omnipath","omnipath"
"1412","CXCL3","MTNR1A","omnipath","omnipath"
"1413","CXCL3","GRM7","omnipath","omnipath"
"1414","CXCL3","ADRA2A","omnipath","omnipath"
"1415","CXCL3","CXCR1","omnipath","omnipath"
"1416","CXCL3","ACKR1","omnipath","omnipath"
"1417","CXCL5","CXCR2","omnipath","omnipath"
"1418","CXCL5","MTNR1A","omnipath","omnipath"
"1419","CXCL5","ACKR1","omnipath","omnipath"
"1420","CXCL5","GRM7","omnipath","omnipath"
"1421","CXCL5","ADRA2A","omnipath","omnipath"
"1422","CXCL5","CXCR1","omnipath","omnipath"
"1423","CXCL6","CXCR1","omnipath","omnipath"
"1424","CXCL6","CXCR2","omnipath","omnipath"
"1425","CXCL6","ACKR1","omnipath","omnipath"
"1426","CXCL8","CXCR1","omnipath","omnipath"
"1427","CXCL8","CXCR2","omnipath","omnipath"
"1428","CXCL8","ACKR1","omnipath","omnipath"
"1429","CXCL8","SDC1","omnipath","omnipath"
"1430","CXCL8","SDC2","omnipath","omnipath"
"1431","CXCL9","CXCR3","omnipath","omnipath"
"1432","CXCL9","CCR3","omnipath","omnipath"
"1433","CXCL9","DPP4","omnipath","omnipath"
"1434","CXCL9","ACKR1","omnipath","omnipath"
"1435","CYTL1","CCR2","omnipath","omnipath"
"1436","DBH","ADRA2C","omnipath","omnipath"
"1437","DBH","ADRB2","omnipath","omnipath"
"1438","DBH","ADRB3","omnipath","omnipath"
"1439","DBH","ADRA1A","omnipath","omnipath"
"1440","DBH","ADRA1B","omnipath","omnipath"
"1441","DBH","ADRA1D","omnipath","omnipath"
"1442","DBH","ADRA2A","omnipath","omnipath"
"1443","DBH","ADRA2B","omnipath","omnipath"
"1444","DBH","ADRB1","omnipath","omnipath"
"1445","DBH","GPR161","omnipath","omnipath"
"1446","DCHS1","FAT4","omnipath","omnipath"
"1447","DCN","EGFR","omnipath","omnipath"
"1448","DCN","MET","omnipath","omnipath"
"1449","DCN","ERBB4","omnipath","omnipath"
"1450","DCN","TLR2","omnipath","omnipath"
"1451","DCN","TLR4","omnipath","omnipath"
"1452","DCN","LRP1","omnipath","omnipath"
"1453","DCN","IGF1R","omnipath","omnipath"
"1454","DCN","KDR","omnipath","omnipath"
"1455","DEFB1","CCR6","omnipath","omnipath"
"1456","DEFB103B","CCR6","omnipath","omnipath"
"1457","DEFB103B","CCR2","omnipath","omnipath"
"1458","DEFB106B","CCR2","omnipath","omnipath"
"1459","DEFB4A","CCR6","omnipath","omnipath"
"1460","DEFB4A","TLR4","omnipath","omnipath"
"1461","DEFB4B","CCR6","nichenet_verschueren","nichenet_verschueren"
"1462","DHH","PTCH2","omnipath","omnipath"
"1463","DHH","HHIP","omnipath","omnipath"
"1464","DHH","PTCH1","omnipath","omnipath"
"1465","DHH","BOC","omnipath","omnipath"
"1466","DHH","CDON","omnipath","omnipath"
"1467","DKK1","LRP6","omnipath","omnipath"
"1468","DKK1","LRP5","omnipath","omnipath"
"1469","DKK1","KREMEN2","omnipath","omnipath"
"1470","DKK1","KREMEN1","omnipath","omnipath"
"1471","DKK2","KREMEN2","omnipath","omnipath"
"1472","DKK2","LRP6","omnipath","omnipath"
"1473","DKK2","KREMEN1","omnipath","omnipath"
"1474","DKK2","LRP5","omnipath","omnipath"
"1475","DKK3","KREMEN1","omnipath","omnipath"
"1476","DKK4","LRP6","omnipath","omnipath"
"1477","DKK4","LRP5","omnipath","omnipath"
"1478","DKK4","KREMEN1","omnipath","omnipath"
"1479","DKK4","KREMEN2","omnipath","omnipath"
"1480","DLK1","ACVR2B","nichenet_verschueren","nichenet_verschueren"
"1481","DLK1","ERBB4","nichenet_verschueren","nichenet_verschueren"
"1482","DLK1","NOTCH1","omnipath","omnipath"
"1483","DLK1","NOTCH2","omnipath","omnipath"
"1484","DLK1","NOTCH3","omnipath","omnipath"
"1485","DLK1","NOTCH4","omnipath","omnipath"
"1486","DLK2","NOTCH1","omnipath","omnipath"
"1487","DLL1","MUSK","nichenet_verschueren","nichenet_verschueren"
"1488","DLL1","NOTCH1","omnipath","omnipath"
"1489","DLL1","NOTCH2","omnipath","omnipath"
"1490","DLL1","NOTCH3","omnipath","omnipath"
"1491","DLL1","NOTCH4","omnipath","omnipath"
"1492","DLL3","NOTCH1","omnipath","omnipath"
"1493","DLL3","NOTCH2","omnipath","omnipath"
"1494","DLL3","NOTCH3","omnipath","omnipath"
"1495","DLL3","NOTCH4","omnipath","omnipath"
"1496","DLL4","NOTCH4","omnipath","omnipath"
"1497","DLL4","NOTCH1","omnipath","omnipath"
"1498","DLL4","NOTCH2","omnipath","omnipath"
"1499","DLL4","NOTCH3","omnipath","omnipath"
"1500","DMP1","ITGB3","omnipath","omnipath"
"1501","DMP1","ITGAV","omnipath","omnipath"
"1502","DRAXIN","DCC","omnipath","omnipath"
"1503","DSC1","DSG2","omnipath","omnipath"
"1504","DSC1","DSG3","omnipath","omnipath"
"1505","DSC1","DSG1","omnipath","omnipath"
"1506","DSC1","DSG4","omnipath","omnipath"
"1507","DSC2","DSG1","omnipath","omnipath"
"1508","DSC2","DSG2","omnipath","omnipath"
"1509","DSC2","DSG3","omnipath","omnipath"
"1510","DSC2","DSG4","omnipath","omnipath"
"1511","DSC3","DSG3","omnipath","omnipath"
"1512","DSC3","DSG1","omnipath","omnipath"
"1513","DSC3","DSG2","omnipath","omnipath"
"1514","DSC3","DSG4","omnipath","omnipath"
"1515","DSCAM","DSCAM","nichenet_verschueren","nichenet_verschueren"
"1516","DSCAM","DCC","omnipath","omnipath"
"1517","DSCAM","PTPRK","omnipath","omnipath"
"1518","DSCAM","PTPRT","omnipath","omnipath"
"1519","DSCAM","NOTCH3","omnipath","omnipath"
"1520","DSCAM","PTPRM","omnipath","omnipath"
"1521","DSCAML1","AQP9","omnipath","omnipath"
"1522","DSCAML1","PTPRK","omnipath","omnipath"
"1523","DSCAML1","PTPRT","omnipath","omnipath"
"1524","DSCAML1","PTPRM","omnipath","omnipath"
"1525","DSG1","DSC3","omnipath","omnipath"
"1526","DSG1","FLT4","omnipath","omnipath"
"1527","DSG2","DSC1","omnipath","omnipath"
"1528","DSG2","DSC3","omnipath","omnipath"
"1529","DSPP","ITGB1","omnipath","omnipath"
"1530","DSPP","ITGB6","omnipath","omnipath"
"1531","DSPP","ITGAV","omnipath","omnipath"
"1532","DUSP18","CD151","nichenet_verschueren","nichenet_verschueren"
"1533","DUSP18","ITGA1","nichenet_verschueren","nichenet_verschueren"
"1534","DUSP18","ITGA2","nichenet_verschueren","nichenet_verschueren"
"1535","DUSP18","ITGA3","nichenet_verschueren","nichenet_verschueren"
"1536","DUSP18","ITGA6","nichenet_verschueren","nichenet_verschueren"
"1537","DUSP18","ITGA7","nichenet_verschueren","nichenet_verschueren"
"1538","DUSP18","ITGB1","nichenet_verschueren","nichenet_verschueren"
"1539","DUSP18","ITGB4","nichenet_verschueren","nichenet_verschueren"
"1540","DUSP18","RPSA","nichenet_verschueren","nichenet_verschueren"
"1541","DUSP18","RPSAP58","nichenet_verschueren","nichenet_verschueren"
"1542","EBI3","IL6ST","omnipath","omnipath"
"1543","EBI3","IL27RA","omnipath","omnipath"
"1544","ECM1","ITGB4","omnipath","omnipath"
"1545","ECM1","CACHD1","omnipath","omnipath"
"1546","EDA","EDAR","omnipath","omnipath"
"1547","EDA","EDA2R","omnipath","omnipath"
"1548","EDA","IL1RL1","omnipath","omnipath"
"1549","EDIL3","ITGAV","omnipath","omnipath"
"1550","EDIL3","ITGB5","omnipath","omnipath"
"1551","EDIL3","ITGB3","omnipath","omnipath"
"1552","EDIL3","ITGA5","omnipath","omnipath"
"1553","EDIL3","ITGB1","omnipath","omnipath"
"1554","EDN1","EDNRA","omnipath","omnipath"
"1555","EDN1","EDNRB","omnipath","omnipath"
"1556","EDN1","ADGRL4","omnipath","omnipath"
"1557","EDN1","ECE1","omnipath","omnipath"
"1558","EDN1","EGFR","omnipath","omnipath"
"1559","EDN2","EDNRA","omnipath","omnipath"
"1560","EDN2","EDNRB","omnipath","omnipath"
"1561","EDN3","EDNRB","omnipath","omnipath"
"1562","EDN3","EDNRA","omnipath","omnipath"
"1563","EFEMP1","EGFR","omnipath","omnipath"
"1564","EFEMP2","AQP1","omnipath","omnipath"
"1565","EFEMP2","PLSCR4","omnipath","omnipath"
"1566","EFEMP2","CATSPER1","omnipath","omnipath"
"1567","EFEMP2","LINGO1","omnipath","omnipath"
"1568","EFNA1","EPHA1","omnipath","omnipath"
"1569","EFNA1","EPHA6","omnipath","omnipath"
"1570","EFNA1","EPHA8","omnipath","omnipath"
"1571","EFNA1","EPHA4","omnipath","omnipath"
"1572","EFNA1","EPHA2","omnipath","omnipath"
"1573","EFNA1","EPHA3","omnipath","omnipath"
"1574","EFNA1","EPHA5","omnipath","omnipath"
"1575","EFNA1","EPHA7","omnipath","omnipath"
"1576","EFNA1","EPHB1","omnipath","omnipath"
"1577","EFNA2","EPHA2","omnipath","omnipath"
"1578","EFNA2","EPHA6","omnipath","omnipath"
"1579","EFNA2","EPHA7","omnipath","omnipath"
"1580","EFNA2","EPHA8","omnipath","omnipath"
"1581","EFNA2","EPHA5","omnipath","omnipath"
"1582","EFNA2","EPHA4","omnipath","omnipath"
"1583","EFNA2","EPHA10","omnipath","omnipath"
"1584","EFNA2","EPHA3","omnipath","omnipath"
"1585","EFNA2","EPHA1","omnipath","omnipath"
"1586","EFNA3","EPHA6","omnipath","omnipath"
"1587","EFNA3","EPHA3","omnipath","omnipath"
"1588","EFNA3","EPHA7","omnipath","omnipath"
"1589","EFNA3","EPHA8","omnipath","omnipath"
"1590","EFNA3","EPHA5","omnipath","omnipath"
"1591","EFNA3","EPHA2","omnipath","omnipath"
"1592","EFNA3","EPHA4","omnipath","omnipath"
"1593","EFNA3","EPHA10","omnipath","omnipath"
"1594","EFNA3","EPHB1","omnipath","omnipath"
"1595","EFNA3","EPHA1","omnipath","omnipath"
"1596","EFNA4","EPHA6","omnipath","omnipath"
"1597","EFNA4","EPHA4","omnipath","omnipath"
"1598","EFNA4","EPHA7","omnipath","omnipath"
"1599","EFNA4","EPHA8","omnipath","omnipath"
"1600","EFNA4","EPHA2","omnipath","omnipath"
"1601","EFNA4","EPHA3","omnipath","omnipath"
"1602","EFNA4","EPHA5","omnipath","omnipath"
"1603","EFNA4","EPHA1","omnipath","omnipath"
"1604","EFNA4","EPHA10","omnipath","omnipath"
"1605","EFNA5","EPHA5","omnipath","omnipath"
"1606","EFNA5","EPHA6","omnipath","omnipath"
"1607","EFNA5","EPHA7","omnipath","omnipath"
"1608","EFNA5","EPHA4","omnipath","omnipath"
"1609","EFNA5","EPHA3","omnipath","omnipath"
"1610","EFNA5","EPHA8","omnipath","omnipath"
"1611","EFNA5","EPHA2","omnipath","omnipath"
"1612","EFNA5","EPHB6","omnipath","omnipath"
"1613","EFNA5","EPHB1","omnipath","omnipath"
"1614","EFNA5","EPHB2","omnipath","omnipath"
"1615","EFNA5","EPHA1","omnipath","omnipath"
"1616","EFNB1","EPHA3","nichenet_verschueren","nichenet_verschueren"
"1617","EFNB1","NAALAD2","nichenet_verschueren","nichenet_verschueren"
"1618","EFNB1","TRHDE","nichenet_verschueren","nichenet_verschueren"
"1619","EFNB1","ITLN1","nichenet_verschueren","nichenet_verschueren"
"1620","EFNB1","SLAMF9","nichenet_verschueren","nichenet_verschueren"
"1621","EFNB1","EVC2","nichenet_verschueren","nichenet_verschueren"
"1622","EFNB1","DSG4","nichenet_verschueren","nichenet_verschueren"
"1623","EFNB1","FAM187B","nichenet_verschueren","nichenet_verschueren"
"1624","EFNB1","DAG1","nichenet_verschueren","nichenet_verschueren"
"1625","EFNB1","LVRN","nichenet_verschueren","nichenet_verschueren"
"1626","EFNB1","EPHB1","omnipath","omnipath"
"1627","EFNB1","EPHB2","omnipath","omnipath"
"1628","EFNB1","EPHB3","omnipath","omnipath"
"1629","EFNB1","EPHB4","omnipath","omnipath"
"1630","EFNB1","EPHB6","omnipath","omnipath"
"1631","EFNB1","ERBB2","omnipath","omnipath"
"1632","EFNB1","EPHA4","omnipath","omnipath"
"1633","EFNB2","EPHA8","nichenet_verschueren","nichenet_verschueren"
"1634","EFNB2","KIR2DS3","nichenet_verschueren","nichenet_verschueren"
"1635","EFNB2","TCTN2","nichenet_verschueren","nichenet_verschueren"
"1636","EFNB2","FCRL1","nichenet_verschueren","nichenet_verschueren"
"1637","EFNB2","C19orf38","nichenet_verschueren","nichenet_verschueren"
"1638","EFNB2","EPHA10","nichenet_verschueren","nichenet_verschueren"
"1639","EFNB2","KLRA1P","nichenet_verschueren","nichenet_verschueren"
"1640","EFNB2","EPHB4","omnipath","omnipath"
"1641","EFNB2","EPHB2","omnipath","omnipath"
"1642","EFNB2","EPHB1","omnipath","omnipath"
"1643","EFNB2","EPHB3","omnipath","omnipath"
"1644","EFNB2","EPHA3","omnipath","omnipath"
"1645","EFNB2","EPHB6","omnipath","omnipath"
"1646","EFNB2","PECAM1","omnipath","omnipath"
"1647","EFNB2","RHBDL2","omnipath","omnipath"
"1648","EFNB2","GRM5","omnipath","omnipath"
"1649","EFNB2","EPHA4","omnipath","omnipath"
"1650","EFNB2","EPHA6","omnipath","omnipath"
"1651","EFNB2","GRM1","omnipath","omnipath"
"1652","EFNB3","EPHA3","nichenet_verschueren","nichenet_verschueren"
"1653","EFNB3","C19orf38","nichenet_verschueren","nichenet_verschueren"
"1654","EFNB3","EPHA10","nichenet_verschueren","nichenet_verschueren"
"1655","EFNB3","EPHB3","omnipath","omnipath"
"1656","EFNB3","EPHA4","omnipath","omnipath"
"1657","EFNB3","EPHB6","omnipath","omnipath"
"1658","EFNB3","EPHB4","omnipath","omnipath"
"1659","EFNB3","RHBDL2","omnipath","omnipath"
"1660","EFNB3","EPHB1","omnipath","omnipath"
"1661","EFNB3","EPHB2","omnipath","omnipath"
"1662","EGF","TNFRSF11B","nichenet_verschueren","nichenet_verschueren"
"1663","EGF","EGFR","omnipath","omnipath"
"1664","EGF","ERBB2","omnipath","omnipath"
"1665","EGF","ERBB3","omnipath","omnipath"
"1666","EGF","ERBB4","omnipath","omnipath"
"1667","EGFL8","NCR3","omnipath","omnipath"
"1668","ELFN1","FLT1","nichenet_verschueren","nichenet_verschueren"
"1669","EMC1","PRLR","nichenet_verschueren","nichenet_verschueren"
"1670","ENAM","CD63","omnipath","omnipath"
"1671","ENG","CDH5","omnipath","omnipath"
"1672","ENG","ITGAV","omnipath","omnipath"
"1673","ENG","ACVRL1","omnipath","omnipath"
"1674","ENG","BMPR2","omnipath","omnipath"
"1675","ENG","ACVR2A","omnipath","omnipath"
"1676","ENHO","GPR19","omnipath","omnipath"
"1677","ENPP1","INSR","omnipath","omnipath"
"1678","ENTPD1","ADORA1","omnipath","omnipath"
"1679","ENTPD1","ADORA2A","omnipath","omnipath"
"1680","ENTPD1","ADORA2B","omnipath","omnipath"
"1681","ENTPD1","TMIGD3","omnipath","omnipath"
"1682","EPCAM","CLDN7","omnipath","omnipath"
"1683","EPCAM","CLDN1","omnipath","omnipath"
"1684","EPGN","IGSF11","nichenet_verschueren","nichenet_verschueren"
"1685","EPGN","EGFR","omnipath","omnipath"
"1686","EPGN","ERBB4","omnipath","omnipath"
"1687","EPHA4","FGFR3","omnipath","omnipath"
"1688","EPHA4","FGFR2","omnipath","omnipath"
"1689","EPHA4","FGFR4","omnipath","omnipath"
"1690","EPHA4","FGFR1","omnipath","omnipath"
"1691","EPO","EPOR","omnipath","omnipath"
"1692","EPO","EPHB4","omnipath","omnipath"
"1693","EREG","EGFR","omnipath","omnipath"
"1694","EREG","ERBB4","omnipath","omnipath"
"1695","EREG","ERBB3","omnipath","omnipath"
"1696","EREG","ERBB2","omnipath","omnipath"
"1697","ERFE","LRP1","omnipath","omnipath"
"1698","ESAM","ESAM","nichenet_verschueren","nichenet_verschueren"
"1699","ESAM","ROBO3","nichenet_verschueren","nichenet_verschueren"
"1700","ESM1","ITGAL","omnipath","omnipath"
"1701","ESM1","ITGB2","omnipath","omnipath"
"1702","EXOC3-AS1","TRAF2","omnipath","omnipath"
"1703","EZR","SLC9A1","omnipath","omnipath"
"1704","F10","F7","omnipath","omnipath"
"1705","F10","ITGAM","omnipath","omnipath"
"1706","F10","ITGB2","omnipath","omnipath"
"1707","F10","F3","omnipath","omnipath"
"1708","F11","F9","omnipath","omnipath"
"1709","F11","GP1BA","omnipath","omnipath"
"1710","F11","GP5","omnipath","omnipath"
"1711","F11","GP1BB","omnipath","omnipath"
"1712","F11","GP9","omnipath","omnipath"
"1713","F11R","F11R","nichenet_verschueren","nichenet_verschueren"
"1714","F11R","JAM3","nichenet_verschueren","nichenet_verschueren"
"1715","F11R","ROBO3","nichenet_verschueren","nichenet_verschueren"
"1716","F11R","JAM2","omnipath","omnipath"
"1717","F11R","ULBP3","omnipath","omnipath"
"1718","F11R","ITGAL","omnipath","omnipath"
"1719","F11R","ITGB2","omnipath","omnipath"
"1720","F12","F11","omnipath","omnipath"
"1721","F12","KLKB1","omnipath","omnipath"
"1722","F12","GP1BA","omnipath","omnipath"
"1723","F12","CD93","omnipath","omnipath"
"1724","F12","GP5","omnipath","omnipath"
"1725","F12","GP1BB","omnipath","omnipath"
"1726","F12","GP9","omnipath","omnipath"
"1727","F13A1","ITGA4","omnipath","omnipath"
"1728","F13A1","ITGB1","omnipath","omnipath"
"1729","F13A1","ITGA9","omnipath","omnipath"
"1730","F2","F2RL2","omnipath","omnipath"
"1731","F2","F8","omnipath","omnipath"
"1732","F2","F5","omnipath","omnipath"
"1733","F2","F2R","omnipath","omnipath"
"1734","F2","F2RL1","omnipath","omnipath"
"1735","F2","F2RL3","omnipath","omnipath"
"1736","F2","THBD","omnipath","omnipath"
"1737","F2","GP1BA","omnipath","omnipath"
"1738","F2","ITGA2B","omnipath","omnipath"
"1739","F2","GP9","omnipath","omnipath"
"1740","F5","PROC","omnipath","omnipath"
"1741","F7","F9","omnipath","omnipath"
"1742","F7","F10","omnipath","omnipath"
"1743","F7","F3","omnipath","omnipath"
"1744","F8","LDLR","omnipath","omnipath"
"1745","F8","LRP1","omnipath","omnipath"
"1746","F8","ASGR2","omnipath","omnipath"
"1747","F8","LRP4","omnipath","omnipath"
"1748","F8","LRP2","omnipath","omnipath"
"1749","F8","F10","omnipath","omnipath"
"1750","F9","F7","omnipath","omnipath"
"1751","F9","LRP1","omnipath","omnipath"
"1752","FAM200A","CTLA4","nichenet_verschueren","nichenet_verschueren"
"1753","FAM3B","LRP5","omnipath","omnipath"
"1754","FAM3C","GLRA2","omnipath","omnipath"
"1755","FAM3C","LAMP1","omnipath","omnipath"
"1756","FAM3C","LIFR","omnipath","omnipath"
"1757","FAM3C","FFAR2","omnipath","omnipath"
"1758","FAM3C","CLEC2D","omnipath","omnipath"
"1759","FAM3C","KIR2DL3","omnipath","omnipath"
"1760","FAM3C","GPR42","omnipath","omnipath"
"1761","FAM3C","ADGRG5","omnipath","omnipath"
"1762","FAM3C","PDCD1","omnipath","omnipath"
"1763","FAM3D","FPR1","omnipath","omnipath"
"1764","FAM3D","FPR2","omnipath","omnipath"
"1765","FAP","NPR2","omnipath","omnipath"
"1766","FAP","DPP4","omnipath","omnipath"
"1767","FASLG","FAS","omnipath","omnipath"
"1768","FASLG","TNFRSF6B","omnipath","omnipath"
"1769","FAT4","DCHS1","omnipath","omnipath"
"1770","FBLN1","ITGB1","omnipath","omnipath"
"1771","FBLN2","ITGB3","omnipath","omnipath"
"1772","FBN1","ITGB3","omnipath","omnipath"
"1773","FBN1","ITGB1","omnipath","omnipath"
"1774","FBN1","ITGAV","omnipath","omnipath"
